Точка,"t, мс","p_m, МПа","v_p, м/с","l_p, м"
«0»,1.9003813509354026,30.367180747932398,0.1252,5.514560382830281e-07
«max»,6.139999999999918,449.6895372665913,452.1151994913399,0.6018256260913439
«s»,7.234097266764841,393.57774687745456,675.6341847636234,1.2215307294636593
«e»,7.195546071907216,397.1370928349276,668.376264810705,1.1956239738769219
«m»,10.989999999999721,86.88512477639917,1003.9428315311052,4.529956520913564
