Точка,"t, мс","p_m, МПа","v_p, м/с","l_p, м"
«0»,1.5769589468827592,30.503468397425447,0.1252,6.72186751908951e-07
«max»,5.299999999999953,575.1247742856284,483.38985191353646,0.5413742172596249
«s»,5.848417437005086,543.0759792849273,631.5101840819196,0.8474775618370078
«e»,5.822438834524673,546.4420291795409,624.7307815613967,0.8311604582305604
«m»,10.119999999999756,75.98001281558771,1040.9696982761936,4.701487324201445
